city,bedrooms,bathrooms,square_feet,year_built,price
Phoenix,1,1,961,1953,155911.43
Columbus,6,1,2876,1945,415284.0
San Jose,4,2,1212,1959,683365.77
Indianapolis,5,2,3925,1998,530971.03
Denver,3,2,4907,1986,1028860.31
Jacksonville,3,2,2677,1983,407285.24
Columbus,5,2,4011,1995,548289.62
Columbus,6,1,1538,2008,305930.07
Indianapolis,3,1,587,1989,143649.72
Fort Worth,6,2,2931,1960,508585.74
Austin,2,1,2924,1920,674392.98
San Diego,1,1,3934,1999,1046934.46
Charlotte,4,1,1728,1937,340969.67
San Francisco,6,2,4787,1978,2133976.17
Jacksonville,5,4,4351,1949,651162.59
Houston,2,1,2450,1947,336315.39
Indianapolis,5,2,1888,1972,298614.42
New York,4,1,4042,2005,1575528.62
Austin,2,1,1511,1932,394147.44
Jacksonville,6,2,3966,1924,582480.82
San Diego,6,5,1500,1933,723810.95
Fort Worth,2,1,2748,2012,441659.79
Seattle,5,4,3186,2024,1122334.74
Chicago,4,3,2563,1951,524457.89
Indianapolis,4,3,1619,1920,249246.86
Indianapolis,5,3,4341,2003,571422.37
Denver,6,1,2021,1946,585475.27
San Francisco,3,2,1091,1979,671879.4
San Jose,2,1,1390,1947,544418.47
New York,3,2,3089,1931,1085156.77
Chicago,3,1,3516,1962,637590.65
San Antonio,2,1,568,2014,150199.62
Charlotte,6,3,2764,2021,638823.18
Columbus,1,1,3296,2019,379043.36
New York,5,2,2022,1966,974527.89
San Jose,3,1,1081,1952,551249.78
New York,1,1,3627,1990,1213417.66
Houston,1,1,2928,1990,403739.86
San Antonio,3,2,1735,1970,287740.68
San Diego,5,1,4644,1966,1277531.42
Austin,5,4,2517,1992,914411.38
Miami,4,2,4158,1922,997068.65
San Jose,5,2,4062,1963,1724123.71
Philadelphia,5,4,2971,1956,598837.21
San Diego,6,1,1109,1953,555721.04
San Francisco,1,1,662,1937,271447.56
Seattle,2,1,4140,1991,1125052.43
Chicago,6,5,4217,1990,897938.8
San Antonio,2,1,3578,2000,486659.94
Austin,1,1,759,2017,326032.68
Los Angeles,5,3,744,1965,569989.95
Indianapolis,2,1,3355,1951,360312.85
Charlotte,5,2,3843,1923,660120.07
Los Angeles,6,2,4447,1927,1552376.38
Los Angeles,3,2,1585,2005,714191.57
Seattle,4,1,1228,1999,569347.97
Seattle,4,3,4988,2024,1494931.06
New York,2,1,4244,1970,1441233.65
Seattle,6,3,3565,1949,1141239.77
San Diego,3,2,4836,2011,1351260.62
Seattle,1,1,551,1929,150274.89
Denver,6,4,2037,2024,755888.53
San Jose,3,2,4764,1969,1733105.21
Seattle,1,1,1581,1923,359333.66
Miami,5,3,2532,1940,786124.85
Jacksonville,1,1,3264,1978,405435.93
San Jose,5,2,3318,1982,1421856.09
Columbus,5,2,3479,1965,446576.42
Columbus,6,3,3329,1947,468031.83
Columbus,6,4,3139,1928,459881.99
San Francisco,5,3,1725,1925,997933.28
Indianapolis,4,2,1765,1967,285651.06
Seattle,5,4,526,1961,471067.7
Jacksonville,4,2,1682,1924,270286.85
Fort Worth,5,1,3465,1993,583458.11
Los Angeles,4,2,1590,2011,772440.95
San Jose,4,1,1978,1940,871295.47
Columbus,3,1,1852,1921,233131.29
Austin,2,1,4995,1978,1162466.51
San Jose,3,2,2320,1995,1099117.51
Jacksonville,3,2,892,1988,211540.95
Chicago,5,3,3325,2012,722457.32
Dallas,5,2,1092,1922,283338.83
San Francisco,4,1,2802,1948,1254889.36
Seattle,2,1,3633,1931,876406.79
Austin,1,1,3397,1992,846465.07
Indianapolis,2,1,2208,1956,264798.15
Jacksonville,2,1,4573,2016,562207.25
Phoenix,2,1,3734,1996,582435.13
Jacksonville,1,1,3409,1994,428705.16
San Jose,6,4,720,2008,908684.88
Houston,6,5,2294,1986,540032.94
San Francisco,2,1,3082,1961,1270595.76
San Diego,2,1,736,1936,261920.49
San Jose,3,1,3496,2009,1436192.42
New York,5,3,2627,2020,1295212.54
Los Angeles,5,3,3908,1959,1396149.92
Los Angeles,2,1,4869,1945,1460696.19
Houston,2,1,2321,1962,332524.63
Fort Worth,2,1,2013,2021,347255.17
San Antonio,5,3,1568,2004,345432.27
Columbus,5,1,1474,1996,264640.64
Philadelphia,1,1,876,1958,149960.37
San Francisco,6,5,3202,1988,1781984.14
Charlotte,1,1,3043,1932,401343.58
San Francisco,5,3,3804,2011,1880543.36
Austin,3,1,1670,1927,484497.23
Columbus,1,1,1788,1990,219599.1
Chicago,5,2,907,1925,273653.93
San Diego,3,1,4154,1947,1076017.34
Fort Worth,2,1,817,1972,178055.12
San Antonio,3,2,712,1967,176810.96
Austin,4,1,4945,1960,1290177.27
San Antonio,1,1,4942,1931,570358.87
San Diego,3,2,4387,1994,1203403.77
Dallas,4,3,4182,1966,707354.87
Philadelphia,1,1,3808,1930,495638.66
Phoenix,2,1,4664,2004,754853.98
San Antonio,1,1,705,1964,117962.91
Charlotte,5,2,3153,1976,571033.26
Houston,6,5,653,2007,349472.48
San Diego,1,1,4133,1962,1058366.47
Philadelphia,6,1,4017,1974,710253.27
Seattle,6,2,1167,2023,712505.33
Fort Worth,1,1,4203,2016,581114.27
Dallas,2,1,702,1923,133539.85
Columbus,3,1,1565,1943,212071.2
Phoenix,4,1,2099,2007,458226.78
Dallas,4,2,3480,1976,634828.07
Denver,5,4,3341,1972,870818.55
Fort Worth,5,2,4149,1952,619362.42
Philadelphia,2,1,2012,1992,377793.49
Chicago,6,5,2982,1940,670452.3
Phoenix,3,1,1549,1978,319516.12
Houston,4,2,1557,1923,296568.29
Seattle,2,1,4372,1971,1166872.35
Chicago,5,4,3452,1938,700042.47
Jacksonville,6,4,2542,2006,497756.0
Indianapolis,2,1,1750,1986,246697.57
Miami,2,1,2891,1926,660722.35
Chicago,1,1,3052,1983,487163.44
San Diego,3,1,2425,1967,727631.75
Dallas,6,2,1975,1993,496683.65
Phoenix,2,1,718,2022,227829.62
Columbus,6,2,1228,1963,270846.99
Chicago,4,3,3752,1988,713606.56
Los Angeles,4,1,2061,2007,877168.69
San Diego,6,4,3862,1928,1175985.05
Indianapolis,5,4,1226,1943,261050.73
San Jose,3,1,743,1965,470114.28
Indianapolis,4,1,3778,2023,516563.49
Phoenix,6,5,1182,1960,404079.81
Miami,4,3,947,1941,407926.55
New York,4,2,1191,1982,756576.44
San Jose,1,1,2111,1983,769117.77
Austin,2,1,4888,2011,1221808.8
Austin,3,1,3514,1933,867956.91
Miami,1,1,4946,1972,1061498.8
Charlotte,5,4,2529,1973,524055.73
Phoenix,2,1,3639,2021,606778.9
Phoenix,1,1,1757,1974,282768.11
San Diego,4,2,2202,1924,708705.92
Dallas,1,1,2179,1920,302951.93
Chicago,2,1,4407,1961,684901.55
San Jose,6,4,3208,1925,1398872.8
New York,1,1,1111,2003,518501.92
Philadelphia,6,3,1222,1941,357903.71
San Antonio,2,1,3796,2013,525061.78
Miami,4,1,2835,1947,720266.13
Columbus,3,1,3692,2016,455415.68
San Antonio,4,1,4233,1991,609783.07
San Diego,4,2,4581,1999,1392645.38
Seattle,5,1,2336,1964,781843.16
Chicago,4,3,1620,1984,429932.38
Fort Worth,1,1,655,2008,148913.08
Charlotte,5,1,1623,1944,357147.76
Charlotte,6,3,961,2013,404315.13
New York,3,1,2522,1948,940898.53
Fort Worth,2,1,4436,1983,606707.89
Miami,3,1,4516,2008,1143995.42
Charlotte,5,2,4795,1931,809661.59
Columbus,3,1,2862,1934,341259.36
Charlotte,4,3,4639,2012,820813.46
Jacksonville,4,3,1167,1999,278521.46
Austin,3,2,4078,1963,1110787.24
Los Angeles,5,3,3409,1964,1277717.85
Dallas,2,1,3162,1964,491091.03
Miami,3,2,1313,1924,387413.39
Indianapolis,6,4,2255,1970,375348.85
San Antonio,6,4,2701,1958,497833.59
Houston,5,1,3940,1989,626056.48
Dallas,1,1,4948,1990,686475.92
Los Angeles,1,1,4688,1997,1431208.61
Jacksonville,2,1,4113,2012,556777.3
Fort Worth,3,2,4028,1984,613058.78
New York,3,1,3566,1987,1340132.98
San Diego,1,1,1820,1955,461470.81
Philadelphia,5,2,1899,1923,391559.98
Dallas,6,4,717,1947,302038.26
Austin,5,3,2949,1993,952247.53
Miami,6,2,3164,1959,982805.22
Los Angeles,2,1,3431,1966,1019179.99
Denver,4,3,1846,1928,502995.27
Fort Worth,3,1,4980,1984,693508.46
Dallas,6,5,4766,1967,880517.67
Austin,3,2,4305,2001,1171033.8
Fort Worth,2,1,3436,2018,527879.03
Jacksonville,3,1,1574,1997,267066.24
Charlotte,3,2,2657,1961,444821.9
Indianapolis,4,3,3071,1961,408765.04
Dallas,3,1,3683,1923,569699.29
Charlotte,4,2,1160,2008,320870.14
Houston,5,1,2309,1954,413311.41
Austin,5,3,803,1945,463150.62
Fort Worth,3,2,4772,1949,676712.41
Los Angeles,5,3,3547,2001,1397749.82
Philadelphia,1,1,1009,2022,220205.82
San Antonio,2,1,682,1984,147314.55
Los Angeles,5,2,3314,1962,1221265.67
Seattle,6,3,1486,1952,702414.55
Phoenix,4,2,4740,1992,770183.81
Chicago,5,1,2179,1953,485837.77
Austin,1,1,2233,1926,488572.07
San Jose,3,2,2893,1939,1165344.0
San Francisco,5,1,2652,2018,1422763.24
Austin,2,1,611,1938,208537.98
Phoenix,6,3,2458,1938,529239.26
Austin,1,1,1954,1925,449494.84
Columbus,5,1,3205,1996,426029.53
Dallas,2,1,3280,1942,469164.7
Denver,3,1,2742,2008,671265.32
Columbus,2,1,2575,1948,304367.64
San Diego,1,1,2699,2017,763996.91
Phoenix,3,1,4036,1923,591011.92
New York,2,1,4631,1949,1596415.18
Denver,6,2,2653,1953,742992.58
Seattle,1,1,1400,1981,407943.55
Philadelphia,5,2,1694,1932,351077.4
San Antonio,2,1,2205,1986,322377.54
Chicago,2,1,4727,1922,699400.11
Indianapolis,5,2,1337,1988,261713.89
Houston,4,2,502,1991,215833.48
Phoenix,6,2,3124,1972,610750.82
Jacksonville,4,2,1296,2012,301163.63
San Jose,5,2,534,1970,604327.28
San Jose,5,2,4600,1939,1772307.41
Charlotte,2,1,4630,2000,693704.15
Columbus,4,1,2106,1949,276032.54
Chicago,3,2,3672,1955,628092.12
Charlotte,5,4,527,1993,309792.17
Dallas,6,2,1507,1972,402451.62
Philadelphia,3,2,2562,1923,428553.81
Jacksonville,4,2,634,1999,214883.66
Fort Worth,5,4,4910,1939,722589.44
Phoenix,2,1,508,1961,137661.91
San Antonio,6,4,3109,1961,501541.86
Dallas,6,1,722,1986,302908.1
New York,3,1,3972,1975,1380153.65
Houston,1,1,4211,1926,535014.3
Columbus,5,4,3401,1994,515393.45
Indianapolis,3,2,3238,1925,385796.86
New York,3,2,3848,1930,1295530.47
Charlotte,3,1,2489,1935,412493.13
Chicago,1,1,1557,1968,272580.5
Charlotte,6,1,2864,1940,564692.8
Charlotte,3,2,2073,1989,399670.24
Chicago,5,1,1810,2018,495858.33
Chicago,3,2,4814,1966,844536.92
San Jose,2,1,778,1926,327327.83
Houston,1,1,3573,1978,460144.33
Phoenix,6,1,3576,2001,679666.95
Chicago,5,1,1159,2022,408075.17
Jacksonville,4,1,3717,1931,468330.2
Los Angeles,6,4,2968,1981,1330183.29
Fort Worth,1,1,1329,1980,212468.47
Seattle,2,1,4801,2012,1245361.64
Phoenix,3,2,1328,1973,296293.97
Fort Worth,1,1,1083,2020,211994.82
Philadelphia,4,2,1201,1926,271381.29
Chicago,3,2,2084,1956,432558.33
San Jose,5,3,2221,1947,1057492.36
Austin,6,1,1701,1936,635811.94
Charlotte,5,4,977,1982,351803.1
Columbus,5,3,2436,1973,360988.58
Fort Worth,1,1,3606,1971,461140.63
Charlotte,3,1,3585,1973,587951.23
Houston,2,1,2466,1939,342975.28
Indianapolis,1,1,3831,2013,417293.95
Phoenix,5,3,1150,1948,320993.26
Seattle,2,1,1139,1969,406077.16
San Antonio,3,1,863,2015,212327.56
Austin,2,1,1141,1943,333277.71
Columbus,6,1,3371,2010,487455.0
San Jose,5,2,1045,1960,761006.75
Charlotte,1,1,3427,1948,495381.66
Seattle,6,2,564,1949,464428.9
New York,2,1,1468,1924,521611.09
Los Angeles,5,3,658,2019,661304.6
Austin,3,1,4234,2001,1081706.49
Charlotte,2,1,2330,1964,386390.11
Dallas,2,1,4747,1995,725018.21
Denver,4,3,2234,1950,622924.18
New York,3,2,1106,1980,635115.18
Dallas,3,2,4848,1928,698419.97
Miami,5,1,3760,2007,1070795.39
Houston,4,1,1285,2012,310841.31
Phoenix,3,2,4737,1995,775125.44
San Francisco,3,2,990,2023,792777.18
Fort Worth,6,4,637,2004,332194.72
San Diego,3,1,4535,2021,1278720.86
Jacksonville,3,1,976,1968,182347.19
Philadelphia,3,1,2397,1957,398885.35
Los Angeles,6,2,3936,1935,1369201.31
Chicago,2,1,1353,1969,286092.17
Miami,4,3,4004,1940,990999.83
Denver,5,2,3103,1964,820240.8
Denver,6,5,552,1929,410822.16
Phoenix,4,2,1328,1933,294111.35
Houston,3,1,4207,1936,578204.09
Charlotte,1,1,3189,1960,458147.49
San Antonio,5,2,4471,1975,613817.83
San Antonio,3,2,3857,1921,464209.05
Miami,2,1,2623,1921,607537.13
Charlotte,4,1,575,1967,209807.7
Denver,5,3,1131,1953,429599.81
New York,4,1,990,1966,586137.12
San Jose,5,2,2240,1959,1148348.16
Phoenix,1,1,1523,2012,297249.68
Charlotte,6,3,2403,1941,531477.03
Fort Worth,4,2,3807,1941,543396.47
Los Angeles,6,4,677,1926,566164.95
Columbus,4,3,542,2021,202829.24
Philadelphia,3,1,1469,1986,313363.74
San Antonio,2,1,1787,1954,234194.36
Houston,5,4,3196,2020,630260.5
New York,2,1,2050,1989,795601.46
Los Angeles,6,5,2665,2014,1291504.47
Jacksonville,2,1,3443,2018,463132.99
Los Angeles,4,1,2613,2014,988546.41
San Jose,6,1,1840,1980,1086499.62
Miami,2,1,3937,1924,887472.57
Fort Worth,2,1,2981,1962,413337.5
Jacksonville,1,1,4702,1952,541753.21
Columbus,6,4,4451,1922,548909.75
Jacksonville,3,2,4805,1931,587320.35
Charlotte,6,1,1191,1931,301390.69
Phoenix,5,2,3979,1944,696206.28
Seattle,3,1,1239,1995,516999.19
San Francisco,2,1,2038,1977,944944.18
Philadelphia,3,2,4138,1994,696915.57
Seattle,6,1,1756,2012,757711.48
Phoenix,3,1,2810,1995,524342.22
Houston,5,4,875,1942,284311.69
Los Angeles,6,3,3745,1995,1506789.48
Philadelphia,1,1,2230,1929,320035.74
San Jose,2,1,2509,1986,979880.03
San Francisco,1,1,2685,1998,1093401.75
San Francisco,5,1,3503,1971,1537863.47
San Jose,6,4,1787,2018,1183916.25
San Francisco,2,1,2366,1940,912474.67
San Jose,6,4,1400,2007,1066801.1
Denver,2,1,1996,1942,452410.57
Houston,5,4,3538,1924,565990.63
Chicago,5,1,3463,2002,681832.77
Denver,5,2,4757,2022,1215417.29
Fort Worth,4,1,2357,1951,386493.88
San Diego,6,1,1621,2015,785418.53
Columbus,1,1,915,1948,111622.53
San Antonio,5,3,3084,1943,452056.34
Phoenix,4,2,3660,1994,632044.86
San Diego,5,2,2560,1948,873719.47
Dallas,2,1,868,1920,151416.09
San Diego,6,4,600,1939,520892.33
San Antonio,2,1,1386,2008,249480.51
Los Angeles,6,5,856,1957,737934.17
Austin,2,1,4883,1985,1233573.49
San Diego,3,2,3344,1955,934577.7
Houston,2,1,2107,2006,339093.87
Philadelphia,5,2,4271,1963,771375.85
San Jose,3,1,4447,1973,1683368.79
Fort Worth,2,1,3831,1976,540773.41
Los Angeles,1,1,3529,2018,1071067.39
Los Angeles,6,3,2275,1959,1019558.2
Houston,2,1,1761,1936,261437.14
Miami,2,1,1842,2021,551178.62
Austin,6,3,2008,1993,799747.26
San Francisco,5,4,1101,2011,1032775.65
Los Angeles,2,1,4061,1977,1285761.87
Denver,3,1,2407,1940,569147.65
Charlotte,1,1,1051,1935,161869.37
Austin,6,4,3904,2013,1317769.75
Austin,6,3,4026,1957,1230986.86
Fort Worth,1,1,4698,1922,583543.41
Dallas,1,1,4580,1972,656188.71
Philadelphia,3,2,780,1976,231020.37
Charlotte,3,1,2257,1933,370162.94
Denver,6,5,4102,2013,1187614.28
Chicago,1,1,4432,1960,669564.83
San Antonio,2,1,2313,2013,340305.0
New York,5,3,2952,1958,1246409.04
Austin,2,1,2718,1991,718679.64
Seattle,2,1,1920,2009,605784.12
Phoenix,1,1,4547,1942,611926.46
Miami,5,1,1074,1983,477632.43
Miami,5,4,1943,1983,770984.59
Charlotte,6,5,4686,2018,933754.21
Charlotte,3,1,4501,1932,690941.27
New York,1,1,2091,1966,737860.92
San Francisco,2,1,1209,2013,730317.48
Jacksonville,5,2,1550,2008,345289.79
Miami,6,5,797,1928,499834.54
San Diego,3,2,2488,1938,765914.44
Phoenix,3,2,2315,1961,413155.61
Jacksonville,3,2,1518,1982,264684.76
Phoenix,2,1,2482,1940,374970.41
Miami,4,1,2525,2015,774238.63
Chicago,5,2,2733,2016,646903.29
Los Angeles,2,1,1242,1932,404445.92
Indianapolis,5,3,3044,1965,411238.65
Fort Worth,6,2,3379,2013,645766.08
Miami,5,1,1241,1970,488352.13
Los Angeles,5,3,1018,1979,674538.46
Los Angeles,2,1,4875,1967,1498015.03
Miami,3,2,1205,2002,498630.67
Philadelphia,4,3,4484,1956,744564.34
Fort Worth,1,1,2442,1920,285864.07
Phoenix,3,2,4221,1937,646309.7
San Jose,1,1,4044,1957,1338268.45
Philadelphia,4,2,3602,1968,601250.53
Austin,6,2,1644,1950,629656.04
Chicago,6,4,3205,1987,764869.1
Denver,5,4,3451,2001,899652.93
Dallas,5,3,2776,1958,542857.72
Los Angeles,3,1,667,1922,309488.09
Dallas,4,1,4290,1981,715845.66
Indianapolis,4,2,2103,1977,322022.02
Austin,1,1,4811,1962,1149854.37
New York,1,1,1885,1985,677083.4
Charlotte,2,1,1939,2006,379856.04
Phoenix,3,2,1223,1968,284961.7
Jacksonville,2,1,3751,1958,445697.64
Houston,4,1,4835,2022,777607.62
San Antonio,4,3,2365,1995,406477.27
Los Angeles,5,1,1291,1926,560747.88
Los Angeles,3,1,1852,1981,697023.12
Seattle,1,1,1288,1992,399472.92
Phoenix,2,1,3957,1924,556683.63
San Francisco,4,1,800,1999,646708.14
Indianapolis,4,1,2246,1936,283191.81
Fort Worth,4,2,2386,1935,411228.15
San Diego,5,1,1628,1929,595483.38
Philadelphia,3,1,4864,1951,706431.11
San Antonio,3,2,2922,2008,456531.5
Charlotte,2,1,2021,1979,355855.88
Chicago,3,1,4456,1985,775218.51
Chicago,6,1,798,1944,304141.46
Fort Worth,5,4,608,1951,245033.55
Houston,1,1,2179,1946,292027.59
San Diego,1,1,2415,1997,648752.19
Seattle,5,3,4804,2022,1474834.15
Denver,6,4,2712,1953,799900.26
Philadelphia,2,1,4334,1990,658649.95
Philadelphia,2,1,4577,1974,662339.24
New York,5,2,2857,1977,1305160.81
San Antonio,5,2,2356,1955,376264.41
Austin,4,1,1794,1959,616923.79
Dallas,3,2,3637,1946,567516.19
Chicago,6,5,1665,1988,522267.65
Chicago,1,1,3612,1936,556778.62
Indianapolis,2,1,4424,1963,471865.0
Austin,1,1,4181,1968,997460.03
Columbus,3,1,1348,2001,218906.1
San Antonio,1,1,4382,1959,501555.35
San Jose,5,1,2229,2012,1136841.02
Los Angeles,4,1,3394,2005,1233374.12
Houston,2,1,4263,1981,566730.52
San Diego,3,1,2206,1957,667998.0
Fort Worth,6,3,4088,1968,710575.01
Fort Worth,6,4,2825,1947,512436.03
San Francisco,5,1,638,1939,555958.25
Fort Worth,3,1,2209,1999,398630.92
Philadelphia,5,1,3704,1933,623241.51
San Diego,2,1,626,1989,296574.75
San Diego,3,1,1878,2000,652964.15
Austin,5,3,3620,1991,1098756.11
Houston,1,1,527,1982,114463.68
Philadelphia,4,3,500,1964,234126.78
Los Angeles,3,1,2750,2006,1033031.69
Phoenix,3,2,1097,1942,240323.99
New York,3,2,1243,1935,572083.73
San Jose,3,1,3738,1975,1427328.46
Dallas,3,1,2756,1979,498344.66
Fort Worth,6,3,3002,1950,562012.92
Charlotte,5,1,4015,2008,708952.72
Houston,2,1,4243,1957,572694.65
Columbus,6,3,2945,1998,476980.37
Charlotte,4,3,2879,1961,535450.25
Chicago,2,1,2954,1948,478376.99
Philadelphia,2,1,4204,2021,675777.61
Chicago,3,1,2943,2006,555669.94
Philadelphia,6,5,2810,1942,628749.3
Los Angeles,1,1,2318,1988,715598.85
Dallas,1,1,3418,2020,550162.49
San Diego,2,1,885,1928,275166.65
Jacksonville,4,1,2293,1961,336155.62
Houston,1,1,3968,1956,486434.3
San Francisco,3,2,4172,2002,1764848.83
Denver,1,1,1963,1980,427438.13
Charlotte,3,2,4108,1965,673936.0
Los Angeles,6,1,1455,2017,824692.12
Austin,1,1,1831,1967,471844.8
Indianapolis,1,1,3105,2022,359350.59
New York,4,3,3265,1994,1436345.12
Philadelphia,6,1,4021,1975,749022.43
San Francisco,4,2,712,1983,678684.22
Los Angeles,5,2,3634,1927,1252882.47
Seattle,3,2,807,1968,412274.77
Columbus,5,2,2572,2021,394330.5
San Jose,2,1,2137,1937,808601.09
New York,4,2,3948,1927,1385992.66
San Antonio,3,2,1468,2006,291235.24
Miami,5,2,1702,1991,638887.78
San Francisco,4,3,1367,2005,953411.05
Charlotte,4,2,4772,1946,761975.25
San Antonio,6,4,4733,1955,672770.62
Phoenix,4,3,4066,1936,689262.16
Columbus,5,4,3771,1958,490682.22
Columbus,4,3,4930,1944,558099.36
San Jose,3,2,1923,2014,994220.81
Philadelphia,5,1,4496,2012,768981.3
San Jose,4,1,1108,2008,709906.92
Jacksonville,1,1,750,1990,142462.03
Chicago,1,1,1434,1927,223393.74
Columbus,4,2,2415,2024,359480.78
Los Angeles,4,1,1380,1920,547162.51
San Diego,2,1,3948,1934,976713.74
San Diego,6,5,4302,1920,1311443.71
Charlotte,2,1,2422,1921,365423.24
Seattle,4,1,2072,2006,730879.95
Seattle,5,3,2489,1953,845371.71
Dallas,4,2,1670,1990,393846.41
Miami,4,2,2351,2021,772776.17
Houston,2,1,3146,1950,441048.12
Philadelphia,1,1,3974,1955,562543.63
Denver,4,2,2408,1989,652278.19
Phoenix,2,1,4539,1952,641338.72
Seattle,2,1,3464,1966,923698.59
Los Angeles,1,1,4755,1975,1400959.49
Austin,1,1,3463,1973,876053.42
Jacksonville,6,1,1693,2024,391090.84
Phoenix,6,5,3538,1962,735879.85
San Diego,6,1,1388,1999,716725.7
San Diego,6,4,2166,2011,1004668.96
Philadelphia,2,1,1743,2009,357026.19
Los Angeles,4,2,4520,2007,1623620.14
Indianapolis,6,3,821,1948,236510.25
Philadelphia,1,1,1605,1947,253745.69
Indianapolis,2,1,902,2018,166459.35
Houston,5,3,1220,1972,324737.78
Columbus,1,1,4911,1922,476179.99
Fort Worth,2,1,4955,1985,711592.02
Austin,4,3,716,1974,418483.77
Chicago,5,2,1008,1936,302680.27
Phoenix,1,1,1483,1966,233530.32
Chicago,4,1,4020,1976,755190.97
Fort Worth,4,3,3150,2022,561380.62
San Jose,5,1,2561,1961,1110559.52
Philadelphia,1,1,3596,1969,524055.5
New York,2,1,954,1988,491497.93
New York,4,1,3061,1989,1248044.99
Columbus,2,1,2670,1943,298860.54
Chicago,5,1,4402,1935,784423.36
San Francisco,2,1,3651,1957,1382829.42
Miami,6,1,2997,1935,842529.96
Houston,6,1,1754,1965,394953.69
San Jose,2,1,4624,2004,1741949.07
Jacksonville,6,3,3545,1949,547157.74
Los Angeles,3,2,3010,2006,1127800.57
Charlotte,6,2,4877,1958,863654.26
Miami,4,2,4844,1975,1230243.98
Philadelphia,6,2,4039,2005,762587.17
Austin,4,2,2892,2003,909295.78
Miami,2,1,783,1966,283397.84
Philadelphia,6,1,4927,1962,866947.36
Miami,4,1,1576,1952,522937.66
San Antonio,4,3,2785,1995,453233.75
Chicago,4,1,818,1992,289227.44
San Diego,5,2,1328,1933,537633.86
Fort Worth,2,1,1498,1954,243463.87
San Francisco,1,1,2344,1964,919669.55
San Antonio,1,1,614,1935,86802.37
San Francisco,1,1,1075,1989,514394.28
Phoenix,5,4,1873,1985,464984.14
Charlotte,6,2,4877,1985,854040.08
Indianapolis,5,4,3851,1939,520579.93
Austin,5,2,1816,2008,737369.74
Miami,1,1,2362,1977,553051.72
Seattle,1,1,3514,2002,984586.78
Denver,5,1,2544,1960,696658.05
Indianapolis,2,1,608,1972,120658.76
Phoenix,5,3,3377,1945,629536.72
Houston,5,3,4371,1968,726042.67
San Antonio,6,2,1268,1973,315288.72
Denver,2,1,4003,2014,917286.86
Los Angeles,6,5,1228,1992,878551.53
San Jose,4,3,2938,1939,1282243.47
Fort Worth,4,3,1820,1965,378977.55
Indianapolis,1,1,2590,1991,292191.67
San Antonio,1,1,3374,1962,404620.13
Fort Worth,1,1,2307,1920,276631.27
San Antonio,2,1,1617,2014,272913.38
San Diego,3,2,4422,1921,1146085.4
Jacksonville,3,2,2411,1967,348310.69
San Francisco,6,3,4632,1937,1955696.01
San Francisco,6,1,4282,1925,1900216.96
San Francisco,3,2,3421,1985,1544625.88
Jacksonville,4,3,2421,1923,359927.43
Phoenix,2,1,3861,2005,634413.9
San Diego,1,1,4749,1981,1207708.95
Indianapolis,6,2,1055,2007,285502.98
Chicago,1,1,4549,1973,695112.58
Denver,5,1,2245,2019,658872.18
Denver,3,2,2510,2024,703665.79
San Diego,4,2,2082,1957,738639.77
Fort Worth,1,1,4218,1963,532277.1
Houston,4,1,725,2008,244178.51
San Antonio,5,4,3532,1959,527368.05
Austin,6,3,3048,2013,1090181.51
Fort Worth,5,2,883,1933,236557.49
Austin,6,5,1314,2005,755798.48
Chicago,3,2,4915,1987,843428.31
Houston,3,1,4280,2002,660942.25
Charlotte,6,5,569,1987,351355.57
Los Angeles,5,2,1996,1994,895554.96
Fort Worth,5,2,3309,1936,523853.43
San Francisco,3,2,4905,2000,2110163.71
San Diego,2,1,1373,1943,404024.92
Dallas,4,1,716,1978,239324.96
Miami,5,4,4404,1939,1148142.25
Los Angeles,3,2,1719,1920,604024.61
Phoenix,6,2,2963,1985,632602.14
Houston,5,1,705,1992,239990.45
Chicago,1,1,1276,1948,224612.33
Los Angeles,2,1,732,1922,256521.44
Dallas,1,1,3030,2016,503452.17
New York,3,1,1968,1983,892685.75
Chicago,1,1,1226,2011,269401.31
Miami,5,1,1549,2007,587894.08
Chicago,6,1,2923,1976,610236.52
Columbus,6,2,3568,1963,493267.2
San Jose,3,1,1154,1998,692845.65
Jacksonville,5,2,2364,1944,400875.54
Houston,2,1,4777,1963,648780.69
Chicago,1,1,4822,2009,755469.99
